label,TotalReturn%,BenchReturn%,ExcessReturn%,MaxDD%,IR,Backtest,CrossCheck
train,155.02199243384928,75.81685781478882,79.20513461906044,-30.047654301437277,0.3774881610413257,joinquant_like,
valid,46.154985740000654,-5.4912269115448,51.646212651545454,-21.75640681969164,0.9911818925469346,joinquant_like,
holdout,6.115573300187238,1.634371280670166,4.481202019517072,-15.937233653583727,0.18329341387539455,joinquant_like,
test_2025,0.9840393502933864,17.663168907165527,-16.67912955687214,-23.413814675323408,-1.242899238623993,joinquant_like,
