label,TotalReturn%,BenchReturn%,ExcessReturn%,MaxDD%,IR,Backtest,CrossCheck
train,122.16687977689884,75.81685781478882,46.35002196211002,-24.836244081103544,0.36579950125368305,joinquant_like,
valid,12.211987913192047,-5.4912269115448,17.703214824736847,-32.869501206379795,0.37307605290940515,joinquant_like,
holdout,19.615238713084814,1.634371280670166,17.980867432414648,-11.562974745971522,0.7787636750548292,joinquant_like,
test_2025,7.7050602561422155,17.663168907165527,-9.958108651023313,-17.42363034445946,-0.8361060045395932,joinquant_like,
