label,TotalReturn%,BenchReturn%,ExcessReturn%,MaxDD%,IR,Backtest,CrossCheck
train,104.80070017431258,75.81685781478882,28.98384235952376,-26.74683352218562,0.16769411621998112,joinquant_like,
valid,62.6106054671834,-5.4912269115448,68.1018323787282,-23.15695656942531,1.236440227760719,joinquant_like,
holdout,1.9803752432979715,1.634371280670166,0.34600396262780553,-14.193650785451716,0.07074652966156048,joinquant_like,
test_2025,-6.3575938016971145,17.663168907165527,-24.02076270886264,-32.597880245386165,-1.1855623237606636,joinquant_like,
