label,TotalReturn%,BenchReturn%,ExcessReturn%,MaxDD%,IR,Backtest,CrossCheck
train,82.73277753857775,75.81685781478882,6.9159197237889325,-29.059125698864584,0.06053634397968684,joinquant_like,
valid,7.464458532940532,-5.4912269115448,12.955685444485333,-43.32868253139932,0.23570185546965905,joinquant_like,
holdout,22.298879496300607,1.634371280670166,20.66450821563044,-18.968209725885863,0.6638796322198847,joinquant_like,
test_2025,1.1279696917035231,17.663168907165527,-16.535199215462004,-20.875918474958212,-1.1881433090581814,joinquant_like,
