label,TotalReturn%,BenchReturn%,ExcessReturn%,MaxDD%,IR,Backtest,CrossCheck
train,9.579825879709603,75.81685781478882,-66.23703193507922,-65.82113503152803,-0.5451259825194403,joinquant_like,
valid,58.686755023841016,-5.4912269115448,64.17798193538582,-23.710166615219073,0.871228761883934,joinquant_like,
holdout,-9.276081420494009,1.634371280670166,-10.910452701164175,-26.9753633654509,-0.29546032773521064,joinquant_like,
test_2025,37.18836035651256,17.663168907165527,19.525191449347034,-9.661874636834932,1.0883281195719887,joinquant_like,
